Countries,Indicators,,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Nicaragua,Domestic General Government Health Expenditure (GGHE-D) per Capita in US$,,26,27,25,20,28,32,32,40,48,52,45,62,66,73,89,92,113,112
Nicaragua,Domestic Private Health Expenditure (PVT-D) per Capita in US$,,25,26,28,27,29,30,35,41,47,46,47,50,53,55,59,62,64,66
Nicaragua,Out-of-Pocket Expenditure (OOPS) per Capita in US$,,23,23,26,24,27,29,33,39,45,43,44,47,51,52,56,58,60,63
Nicaragua,Government Subsidy to Social Health Insurance (TRAN) as % of Social Health Insurance (SHI),,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nicaragua,General government expenditure ,Million NCU,"16,452","16,984","17,210","19,175","21,840","25,223","25,341","29,241","35,707","37,939","41,814","51,120","59,615","65,575","75,677","87,882","101,395","111,966"
Panama,Current Health Expenditure (CHE) per Capita in US$,,286,282,293,288,326,305,350,427,490,530,580,619,705,790,884,928,"1,040","1,112"
Panama,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,7,7,7,7,7,6,7,7,7,7,7,7,7,7,7,7,7,7
Panama,Domestic Health Expenditure (DOM) as % of Current Health Expenditure (CHE),,99,99,99,100,100,100,100,100,100,100,99,99,100,100,99,99,99,100
Panama,Out-of-pocket (OOPS) as % of Current Health Expenditure (CHE),,27,28,29,30,29,32,30,28,28,28,28,30,34,32,30,30,27,33
Panama,Domestic General Government Health Expenditure (GGHE-D) as % Gross Domestic Product (GDP),,5,5,5,4,5,4,4,5,5,5,5,4,4,4,4,4,5,4
Panama,Domestic General Government Health Expenditure (GGHE-D) per Capita in US$,,193,187,193,188,217,191,229,289,333,359,386,404,427,492,549,579,682,666
Panama,Domestic Private Health Expenditure (PVT-D) per Capita in US$,,91,93,98,99,109,113,121,137,156,170,185,211,276,295,329,341,350,441
Panama,Out-of-Pocket Expenditure (OOPS) per Capita in US$,,78,80,85,85,95,98,105,120,138,151,164,188,240,255,269,281,285,370
Panama,Government Subsidy to Social Health Insurance (TRAN) as % of Social Health Insurance (SHI),,0,0,0,0,0,0,0,0,7,8,4,4,4,3,3,3,18,11
Panama,General government expenditure ,Million NCU,"2,953","3,085","3,212","3,493","3,688","3,856","4,186","4,818","5,917","6,370","7,322","8,416","9,533","10,962","11,614","11,881","12,701","13,603"
Paraguay,Current Health Expenditure (CHE) per Capita in US$,,92,79,55,59,71,76,97,125,169,163,203,271,341,362,409,368,361,381
Paraguay,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,6,5,4,4,4,4,4,4,4,4,5,5,7,6,7,7,7,7
Paraguay,Domestic Health Expenditure (DOM) as % of Current Health Expenditure (CHE),,97,98,98,98,98,99,99,100,99,99,99,99,99,99,100,100,100,100
Paraguay,Out-of-pocket (OOPS) as % of Current Health Expenditure (CHE),,44,47,50,48,50,50,49,49,52,45,46,42,46,48,44,44,43,44
Paraguay,Domestic General Government Health Expenditure (GGHE-D) as % Gross Domestic Product (GDP),,2,2,1,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3
Paraguay,Domestic General Government Health Expenditure (GGHE-D) per Capita in US$,,39,31,19,22,27,29,40,52,66,77,94,132,158,158,195,172,169,173
Paraguay,Domestic Private Health Expenditure (PVT-D) per Capita in US$,,50,47,35,36,43,46,56,72,102,84,107,136,181,202,212,194,190,207
Paraguay,Out-of-Pocket Expenditure (OOPS) per Capita in US$,,41,37,27,28,36,38,47,62,88,73,92,115,159,173,181,162,156,168
Paraguay,Government Subsidy to Social Health Insurance (TRAN) as % of Social Health Insurance (SHI),,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Paraguay,General government expenditure ,Million NCU,"10,564,543","11,582,618","12,732,994","13,761,442","15,351,462","17,871,980","19,525,017","21,372,307","23,989,074","29,107,566","30,540,830","35,893,079","50,597,712","44,413,479","50,992,487","54,808,671","57,413,530","63,292,456"
Peru,Current Health Expenditure (CHE) per Capita in US$,,89,97,106,112,117,123,142,159,189,207,239,266,304,311,326,307,310,333
Peru,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5,5,5,5
Peru,Domestic Health Expenditure (DOM) as % of Current Health Expenditure (CHE),,100,100,100,98,98,98,98,99,99,98,98,99,99,100,100,100,100,100
Peru,Out-of-pocket (OOPS) as % of Current Health Expenditure (CHE),,39,36,33,29,34,35,39,43,44,40,39,40,39,36,31,30,29,28
Peru,Domestic General Government Health Expenditure (GGHE-D) as % Gross Domestic Product (GDP),,2,3,3,3,3,2,2,2,2,2,2,2,3,3,3,3,3,3
Peru,Domestic General Government Health Expenditure (GGHE-D) per Capita in US$,,45,51,58,62,66,67,70,75,89,104,123,138,163,174,198,190,195,211
Peru,Domestic Private Health Expenditure (PVT-D) per Capita in US$,,44,46,47,47,49,54,69,82,98,99,112,123,139,135,128,116,115,121
Peru,Out-of-Pocket Expenditure (OOPS) per Capita in US$,,35,35,35,33,39,43,56,68,83,84,94,105,118,110,103,91,90,94
Peru,Government Subsidy to Social Health Insurance (TRAN) as % of Social Health Insurance (SHI),,6,4,3,3,4,4,9,9,5,3,3,2,2,2,2,2,2,2
Peru,General government expenditure ,Million NCU,"38,224","37,466","37,282","40,953","44,141","49,857","54,864","59,441","69,594","78,291","88,159","92,969","103,357","117,727","129,894","136,509","138,201","148,317"
Saint Kitts and Nevis,Current Health Expenditure (CHE) per Capita in US$,,445,438,459,471,475,532,652,664,820,805,789,830,787,831,827,849,872,903
Saint Kitts and Nevis,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,5,4,4,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5
Saint Kitts and Nevis,Domestic Health Expenditure (DOM) as % of Current Health Expenditure (CHE),,100,100,100,100,99,100,100,100,97,98,99,98,100,100,100,100,100,100
Saint Kitts and Nevis,Out-of-pocket (OOPS) as % of Current Health Expenditure (CHE),,53,51,51,51,46,48,50,51,57,55,55,56,55,56,53,54,48,48
Saint Kitts and Nevis,Domestic General Government Health Expenditure (GGHE-D) as % Gross Domestic Product (GDP),,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
Saint Kitts and Nevis,Domestic General Government Health Expenditure (GGHE-D) per Capita in US$,,187,191,199,208,228,250,292,288,278,300,297,307,308,316,345,342,402,421
Saint Kitts and Nevis,Domestic Private Health Expenditure (PVT-D) per Capita in US$,,259,247,260,263,242,282,360,374,514,485,481,509,479,513,483,507,470,482
Saint Kitts and Nevis,Out-of-Pocket Expenditure (OOPS) per Capita in US$,,234,224,236,239,219,255,327,339,466,440,436,461,436,469,437,461,420,431
Saint Kitts and Nevis,Government Subsidy to Social Health Insurance (TRAN) as % of Social Health Insurance (SHI),,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Saint Kitts and Nevis,General government expenditure ,Million NCU,394,385,460,391,461,512,566,598,635,656,702,683,620,703,747,763,730,771
Saint Lucia,Current Health Expenditure (CHE) per Capita in US$,,289,288,303,321,313,337,393,441,429,429,434,466,459,488,433,445,493,460
Saint Lucia,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,5,6,6,6,5,5,6,6,6,6,5,6,6,6,5,5,5,5
Saint Lucia,Domestic Health Expenditure (DOM) as % of Current Health Expenditure (CHE),,100,100,100,99,99,98,97,99,98,98,98,98,100,99,100,99,96,100
Saint Lucia,Out-of-pocket (OOPS) as % of Current Health Expenditure (CHE),,59,57,57,60,57,56,59,64,60,57,55,56,52,52,48,47,49,45
Saint Lucia,Domestic General Government Health Expenditure (GGHE-D) as % Gross Domestic Product (GDP),,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
Saint Lucia,Domestic General Government Health Expenditure (GGHE-D) per Capita in US$,,99,101,103,101,103,111,120,124,135,149,156,164,186,196,190,203,206,225
Saint Lucia,Domestic Private Health Expenditure (PVT-D) per Capita in US$,,189,188,200,219,208,218,261,312,285,272,269,293,271,288,242,238,269,234
Saint Lucia,Out-of-Pocket Expenditure (OOPS) per Capita in US$,,170,164,173,192,180,189,231,282,256,246,238,259,237,254,206,209,242,206
Saint Lucia,Government Subsidy to Social Health Insurance (TRAN) as % of Social Health Insurance (SHI),,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Saint Lucia,General government expenditure ,Million NCU,521,532,572,611,658,797,846,811,857,928,"1,041","1,143","1,208","1,140","1,114","1,157","1,160","1,217"
Saint Vincent and the Grenadines,Current Health Expenditure (CHE) per Capita in US$,,158,171,184,186,196,204,216,250,261,268,284,276,297,301,293,294,306,321
Saint Vincent and the Grenadines,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,4,4,4,4,4,4,4,4,4,4,5,4,5,5,4,4,4,4
Saint Vincent and the Grenadines,Domestic Health Expenditure (DOM) as % of Current Health Expenditure (CHE),,100,100,100,100,100,100,98,95,97,98,95,93,97,99,98,98,100,99
Saint Vincent and the Grenadines,Out-of-pocket (OOPS) as % of Current Health Expenditure (CHE),,27,29,28,30,33,34,35,36,34,33,32,33,32,33,34,33,33,31
Saint Vincent and the Grenadines,Domestic General Government Health Expenditure (GGHE-D) as % Gross Domestic Product (GDP),,3,3,3,3,3,3,2,2,2,3,3,3,3,3,3,3,3,3
Saint Vincent and the Grenadines,Domestic General Government Health Expenditure (GGHE-D) per Capita in US$,,110,117,126,124,125,128,128,140,155,164,168,156,184,187,179,182,192,206
Saint Vincent and the Grenadines,Domestic Private Health Expenditure (PVT-D) per Capita in US$,,48,54,58,62,71,76,83,99,99,99,101,100,105,110,109,108,112,110
Saint Vincent and the Grenadines,Out-of-Pocket Expenditure (OOPS) per Capita in US$,,43,49,52,57,64,69,75,90,90,89,91,90,95,100,99,98,102,100
Saint Vincent and the Grenadines,Government Subsidy to Social Health Insurance (TRAN) as % of Social Health Insurance (SHI),,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Saint Vincent and the Grenadines,General government expenditure ,Million NCU,275,304,339,357,369,418,453,523,560,598,604,566,519,609,633,586,595,647
Suriname,Current Health Expenditure (CHE) per Capita in US$,,168,93,163,173,221,252,327,322,349,397,418,393,425,456,463,538,356,339
Suriname,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,6,4,6,5,6,6,6,6,5,5,5,5,5,5,5,6,6,6
Suriname,Domestic Health Expenditure (DOM) as % of Current Health Expenditure (CHE),,86,100,94,94,93,96,92,98,97,97,94,96,98,99,99,100,99,100
Suriname,Out-of-pocket (OOPS) as % of Current Health Expenditure (CHE),,15,27,23,24,21,21,18,19,24,22,24,27,28,28,29,22,22,26
Suriname,Domestic General Government Health Expenditure (GGHE-D) as % Gross Domestic Product (GDP),,3,2,3,2,3,3,3,3,2,2,2,2,2,2,2,3,4,4
Suriname,Domestic General Government Health Expenditure (GGHE-D) per Capita in US$,,81,45,75,76,98,113,152,159,154,182,177,160,174,192,192,293,220,199
Suriname,Domestic Private Health Expenditure (PVT-D) per Capita in US$,,63,48,78,86,107,127,148,156,183,202,214,217,244,261,268,243,131,140
Suriname,Out-of-Pocket Expenditure (OOPS) per Capita in US$,,26,26,37,41,46,52,59,63,85,87,98,107,120,127,134,118,78,90
Suriname,Government Subsidy to Social Health Insurance (TRAN) as % of Social Health Insurance (SHI),,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,47,42
Suriname,General government expenditure ,Million NCU,437,555,768,862,"1,138","1,294","1,674","1,923","2,221","3,189","2,986","3,901","5,068","5,465","5,655","5,266","5,068","7,118"
Trinidad and Tobago,Current Health Expenditure (CHE) per Capita in US$,,277,284,338,374,450,553,593,696,784,810,862,912,937,"1,017","1,061","1,116","1,093","1,124"
Trinidad and Tobago,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,4,4,5,4,4,4,4,4,4,5,5,5,5,5,5,6,7,7
Trinidad and Tobago,Domestic Health Expenditure (DOM) as % of Current Health Expenditure (CHE),,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Trinidad and Tobago,Out-of-pocket (OOPS) as % of Current Health Expenditure (CHE),,57,51,52,49,53,46,49,49,47,48,47,45,45,43,43,41,42,40
Trinidad and Tobago,Domestic General Government Health Expenditure (GGHE-D) as % Gross Domestic Product (GDP),,2,2,2,2,2,2,2,2,2,3,2,2,2,3,3,3,4,4
Trinidad and Tobago,Domestic General Government Health Expenditure (GGHE-D) per Capita in US$,,103,123,141,170,194,268,266,321,375,386,415,455,457,524,533,574,562,598
Trinidad and Tobago,Domestic Private Health Expenditure (PVT-D) per Capita in US$,,175,161,197,204,255,284,326,373,407,423,445,455,478,492,527,540,531,526
Trinidad and Tobago,Out-of-Pocket Expenditure (OOPS) per Capita in US$,,159,146,177,182,238,256,292,343,366,385,401,409,419,439,454,461,456,447
Trinidad and Tobago,Government Subsidy to Social Health Insurance (TRAN) as % of Social Health Insurance (SHI),,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trinidad and Tobago,General government expenditure ,Million NCU,"12,067","13,860","13,961","16,048","19,068","24,641","33,925","37,766","47,285","45,731","43,675","48,602","51,475","57,669","61,920","59,944","52,390","49,511"
United States of America,Current Health Expenditure (CHE) per Capita in US$,,"4,560","4,911","5,328","5,737","6,100","6,452","6,820","7,176","7,421","7,699","7,957","8,170","8,441","8,648","9,068","9,538","9,941","10,246"
United States of America,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,13,13,14,14,15,15,15,15,15,16,16,16,16,16,17,17,17,17
United States of America,Domestic Health Expenditure (DOM) as % of Current Health Expenditure (CHE),,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
United States of America,Out-of-pocket (OOPS) as % of Current Health Expenditure (CHE),,15,15,14,14,14,14,13,13,13,12,12,12,12,12,11,11,11,11
United States of America,Domestic General Government Health Expenditure (GGHE-D) as % Gross Domestic Product (GDP),,6,6,6,6,7,7,7,7,7,8,8,8,8,8,8,9,9,9
United States of America,Domestic General Government Health Expenditure (GGHE-D) per Capita in US$,,"2,015","2,217","2,405","2,577","2,760","2,928","3,158","3,329","3,517","3,719","3,862","3,965","4,087","4,225","4,542","4,817","4,982","5,139"
United States of America,Domestic Private Health Expenditure (PVT-D) per Capita in US$,,"2,545","2,694","2,924","3,160","3,340","3,524","3,661","3,847","3,904","3,981","4,095","4,205","4,354","4,423","4,526","4,721","4,959","5,107"
United States of America,Out-of-Pocket Expenditure (OOPS) per Capita in US$,,705,724,763,812,849,894,917,965,973,960,971,997,"1,017","1,033","1,042","1,066","1,105","1,126"
United States of America,Government Subsidy to Social Health Insurance (TRAN) as % of Social Health Insurance (SHI),,35,40,43,45,46,47,50,51,52,56,57,57,57,56,55,55,56,55
United States of America,General government expenditure ,Million NCU,"3,516,447","3,768,016","4,014,774","4,268,989","4,503,993","4,818,230","5,065,701","5,408,712","5,859,149","6,250,974","6,471,662","6,535,453","6,515,901","6,547,774","6,718,692","6,910,066","7,147,629","7,394,875"
Uruguay,Current Health Expenditure (CHE) per Capita in US$,,688,669,430,378,371,440,494,571,800,813,"1,026","1,223","1,323","1,489","1,468","1,399","1,401","1,592"
Uruguay,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,10,11,11,10,9,8,8,8,9,9,9,9,9,9,9,9,9,9
Uruguay,Domestic Health Expenditure (DOM) as % of Current Health Expenditure (CHE),,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Uruguay,Out-of-pocket (OOPS) as % of Current Health Expenditure (CHE),,25,24,22,21,24,26,24,23,21,21,20,19,18,18,17,17,18,18
Uruguay,Domestic General Government Health Expenditure (GGHE-D) as % Gross Domestic Product (GDP),,4,5,5,5,5,4,4,4,5,5,5,5,6,6,6,6,6,7
Uruguay,Domestic General Government Health Expenditure (GGHE-D) per Capita in US$,,286,300,206,198,194,199,236,277,450,482,616,752,849,989,"1,000",957,977,"1,127"
Uruguay,Domestic Private Health Expenditure (PVT-D) per Capita in US$,,402,368,224,180,177,241,259,294,349,330,410,471,473,499,467,442,423,464
Uruguay,Out-of-Pocket Expenditure (OOPS) per Capita in US$,,173,161,93,81,90,114,118,133,170,169,210,238,244,263,251,237,246,279
Uruguay,Government Subsidy to Social Health Insurance (TRAN) as % of Social Health Insurance (SHI),,11,13,16,15,18,24,21,17,20,18,16,12,14,18,19,23,26,27
Uruguay,General government expenditure ,Million NCU,"80,422","84,745","87,300","103,327","117,034","122,270","137,471","158,953","182,695","212,246","246,079","270,300","317,397","374,982","429,736","470,940","526,906","565,103"
Venezuela (Bolivarian Republic of),Current Health Expenditure (CHE) per Capita in US$,,351,387,282,242,290,329,546,647,719,870,927,771,822,685,683,567,297,94
Venezuela (Bolivarian Republic of),Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,7,8,8,8,7,6,8,8,6,8,7,7,6,6,6,5,3,1
Venezuela (Bolivarian Republic of),Domestic Health Expenditure (DOM) as % of Current Health Expenditure (CHE),,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Venezuela (Bolivarian Republic of),Out-of-pocket (OOPS) as % of Current Health Expenditure (CHE),,41,41,41,34,31,37,27,31,38,40,38,35,29,31,30,28,40,63
Venezuela (Bolivarian Republic of),Domestic General Government Health Expenditure (GGHE-D) as % Gross Domestic Product (GDP),,3,4,4,4,4,3,5,4,3,3,3,3,3,2,2,2,1,0
Venezuela (Bolivarian Republic of),Domestic General Government Health Expenditure (GGHE-D) per Capita in US$,,161,174,130,122,157,153,310,335,286,299,351,331,364,264,235,216,71,15
Venezuela (Bolivarian Republic of),Domestic Private Health Expenditure (PVT-D) per Capita in US$,,190,213,152,120,133,176,235,313,432,570,576,440,458,421,447,351,225,79
Venezuela (Bolivarian Republic of),Out-of-Pocket Expenditure (OOPS) per Capita in US$,,145,160,116,84,91,120,150,202,274,344,356,268,239,214,203,160,119,59
Venezuela (Bolivarian Republic of),Government Subsidy to Social Health Insurance (TRAN) as % of Social Health Insurance (SHI),,1,1,1,1,1,2,1,2,2,2,1,1,1,1,13,24,31,0
Venezuela (Bolivarian Republic of),General government expenditure ,Million NCU,"22,537","28,373","32,851","43,188","67,877","101,961","154,268","175,738","229,114","231,240","321,105","535,834","708,100","860,500","1,247,500","2,752,600","11,341,483","40,296,295"
Afghanistan,Current Health Expenditure (CHE) per Capita in US$,,,,16,17,21,24,28,32,39,42,46,52,52,56,60,60,61,67
Afghanistan,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,,,9,9,10,10,11,10,10,10,9,9,8,9,10,10,11,12
Afghanistan,Domestic Health Expenditure (DOM) as % of Current Health Expenditure (CHE),,,,86,93,90,84,82,84,82,78,84,79,79,77,78,84,81,81
Afghanistan,Out-of-pocket (OOPS) as % of Current Health Expenditure (CHE),,,,85,86,85,79,77,78,75,73,79,73,74,72,73,78,76,75
Afghanistan,Domestic General Government Health Expenditure (GGHE-D) as % Gross Domestic Product (GDP),,,,0,1,1,1,0,1,1,1,0,0,0,0,0,1,1,1
Afghanistan,Domestic General Government Health Expenditure (GGHE-D) per Capita in US$,,,,0,1,1,1,1,2,2,2,2,3,2,3,3,3,3,3
Afghanistan,Domestic Private Health Expenditure (PVT-D) per Capita in US$,,,,14,15,18,19,22,25,29,31,36,38,39,40,44,47,47,51
Afghanistan,Out-of-Pocket Expenditure (OOPS) per Capita in US$,,,,14,15,18,19,22,25,29,31,36,38,39,40,44,47,47,51
